ID	species	Vetor_FST_Estimado	Bio8_spp_sd	SD_Bio8_FST1	Bio8_spp_sd_fstPop	range_PA_0K	expand	expo_clim
5148	Pseudophilautus_shillongensis	0.069669759	0.128273203	0.123724158	0.128273203	1	1	0
5149	Rana_taylori	0.301073056	0.434239114	0.363031936	0.363031936	8	13	0
5150	Scinax_faivovichi	0.069669759	0.678858345	0.654783504	0.678858345	1	2	0
5151	Blommersia_galani	0.069669759	0.924380912	0.891598929	0.924380912	1	2	0
5152	Quasipaa_exilispinosa	0.288136439	3.563110206	3.006267603	3.006267603	20	40	7
5153	Phyllomedusa_oreades	0.330352698	0.895506227	0.73281048	0.895506227	4	4	0
5154	Raorchestes_beddomii	0.069669759	0.356644763	0.343996814	0.356644763	2	3	0
5155	Hyperolius_pickersgilli	0.398243458	1.892826593	1.468321775	1.468321775	5	10	3
5156	Plethodon_virginia	0.069669759	0.720533909	0.694981099	0.720533909	4	4	0
5157	Chaltenobatrachus_grandisonae	0.069669759	4.39885089	4.242851286	4.39885089	1	2	0
5158	Mertensiella_caucasica	0.283684611	4.260123662	3.605573446	3.605573446	11	22	8
5159	Pristimantis_atrabracus	0.069669759	0.903906217	0.871850343	0.903906217	1	1	0
5160	Agalychnis_terranova	0.069669759	1.365470562	1.3170459	1.365470562	1	2	0
5161	Cochranella_resplendens	0.406903614	1.856674719	1.429876284	1.429876284	16	32	8
5162	Cophixalus_tagulensis	0.069669759	0.51417669	0.495942074	0.51417669	1	2	0
5163	Plectrohyla_cyclada	0.069669759	1.292294746	1.246465171	1.292294746	1	1	0
5164	Craugastor_nefrens	0.069669759	0.439270108	0.423691957	0.439270108	1	1	0
5165	Ischnocnema_parva	0.41065272	1.702454804	1.306956801	1.306956801	23	40	11
5166	Hylophorbus_sextus	0.069669759	1.381906504	1.332898963	1.381906504	1	2	0
5167	Heleophryne_rosei	0.069669759	0.968680061	0.934327065	0.968680061	1	2	0
5168	Gephyromantis_thelenae	0.069669759	0.067229203	0.064845006	0.067229203	2	3	0
5169	Pristimantis_trachyblepharis	0.069669759	0.818147332	0.789132787	0.818147332	1	1	0
5170	Craugastor_psephosypharus	0.290457221	0.738856959	0.622371447	0.738856959	4	8	0
5171	Scutiger_mammatus	0.280694634	2.11500582	1.793776032	1.793776032	37	37	35
5172	Hylarana_florensis	0.300155169	0.211059089	0.17656513	0.17656513	8	16	0
5173	Rana_boylii	0.271060378	4.023240659	3.434960839	3.434960839	45	58	37
5174	Leptopelis_crystallinoron	0.069669759	0.673870152	0.649972212	0.673870152	1	2	0
5175	Telmatobius_mendelsoni	0.069669759	4.316021627	4.162959457	4.316021627	1	1	0
5176	Cardioglossa_oreas	0.387634661	0.587232586	0.45953167	0.587232586	4	8	0
5177	Rana_hanluica	0.303111803	3.901846695	3.257254977	3.901846695	4	8	0
5178	Litoria_aruensis	0.344411109	0.577449119	0.467551566	0.577449119	4	4	0
5179	Pristimantis_suetus	0.390682047	1.431547176	1.117448848	1.431547176	2	2	0
5180	Bryophryne_gymnotis	0.069669759	6.868006377	6.624441342	6.868006377	2	2	1
5181	Pseudophilautus_limbus	0.069669759	0.106127367	0.102363696	0.106127367	1	2	0
5182	Philoria_richmondensis	0.069669759	0.954321091	0.920477318	0.954321091	1	2	0
5183	Quasipaa_spinosa	0.223283979	4.042303189	3.562542187	3.562542187	140	204	106
5184	Ranitomeya_amazonica	0.069669759	1.145603619	1.104976256	1.145603619	1	2	0
5185	Ecnomiohyla_echinata	0.069669759	0.839458286	0.809687975	0.839458286	1	1	0
5186	Choerophryne_microps	0.069669759	0.733759562	0.707737721	0.733759562	1	2	0
5187	Psychrophrynella_wettsteini	0.069669759	3.933917447	3.794406111	3.933917447	1	1	0
5188	Sphaerotheca_strachani	0.069669759	0.698964816	0.674176926	0.698964816	1	2	0
5189	Nototriton_richardi	0.33238055	0.023219377	0.018972085	0.023219377	2	2	0
5190	Pseudoeurycea_obesa	0.069669759	4.043893717	3.900482214	4.043893717	1	2	0
5191	Cophixalus_biroi	0.069669759	1.107921895	1.068630866	1.068630866	5	10	1
5192	Andinobates_dorisswansonae	0.069669759	0.634085887	0.611598845	0.634085887	4	8	0
5193	Pristimantis_toftae	0.38583925	3.892985615	3.050870881	3.050870881	40	63	23
5194	Rhacophorus_poecilonotus	0.069669759	0.906157955	0.874022226	0.906157955	4	8	1
5195	Noblella_duellmani	0.069669759	1.618378341	1.56098463	1.618378341	1	1	0
5196	Allobates_goianus	0.430801612	0.483325739	0.364646253	0.364646253	7	7	0
5197	Telmatobius_peruvianus	0.309811074	1.076529258	0.894354777	1.076529258	2	2	0
5198	Megastomatohyla_nubicola	0.069669759	4.061546845	3.917509297	4.061546845	2	4	1
5199	Odorrana_rotadora	0.268172204	4.601807466	3.936705208	4.601807466	4	8	1
5200	Rana_kobai	0.069669759	0.310611297	0.299595865	0.310611297	1	2	0
5201	Eleutherodactylus_counouspeus	0.069669759	0.337606456	0.325633677	0.337606456	1	2	0
5202	Charadrahyla_trux	0.069669759	0.599776468	0.578506165	0.599776468	1	1	0
5203	Pristimantis_esmeraldas	0.069669759	1.078038727	1.039807467	1.078038727	1	2	0
5204	Bolitoglossa_tica	0.250927504	0.499219715	0.432069543	0.499219715	2	4	0
5205	Brachycephalus_nodoterga	0.508845754	1.14023412	0.79910341	1.14023412	2	4	0
5206	Kassina_cochranae	0.343659903	1.258664909	1.019705104	1.019705104	20	34	11
5207	Atelopus_tamaense	0.069669759	0.828168211	0.798798288	0.828168211	1	1	0
5208	Limnonectes_microdiscus	0.279423804	0.635624182	0.539560772	0.539560772	25	32	3
5209	Proceratophrys_tupinambis	0.069669759	0.63501691	0.61249685	0.63501691	1	2	0
5210	Scinax_littoralis	0.069669759	0.88342359	0.852094105	0.852094105	7	11	1
5211	Myersiohyla_kanaima	0.334627528	0.635308002	0.518223067	0.635308002	2	4	0
5212	Amietophrynus_blanfordii	0.340689346	2.417847836	1.963242795	1.963242795	48	69	39
5213	Scinax_heyeri	0.375569558	0.11586126	0.091554624	0.11586126	2	4	0
5214	Eurycea_naufragia	0.069669759	0.406565763	0.39214743	0.406565763	1	2	0
5215	Boophis_erythrodactylus	0.069669759	1.11653982	1.076943168	1.076943168	6	6	1
5216	Hylarana_erythraea	0.238399412	1.21448242	1.059875536	1.059875536	337	464	185
5217	Sphaerotheca_dobsonii	0.283993816	1.31880464	1.115934882	1.115934882	49	85	22
5218	Eleutherodactylus_olibrus	0.069669759	0.382862165	0.36928445	0.382862165	1	2	0
5219	Cardioglossa_escalerae	0.069669759	1.23080188	1.18715307	1.18715307	95	95	70
5220	Hyalinobatrachium_bergeri	0.416686354	7.8260032	5.97710781	5.97710781	48	93	37
5221	Pristimantis_pycnodermis	0.069669759	0.569147363	0.548963282	0.569147363	1	1	0
5222	Leptodactylus_savagei	0.069669759	0.874364556	0.843356339	0.843356339	49	60	14
5223	Hyperolius_glandicolor	0.343723078	2.497963289	2.023623052	2.023623052	111	167	86
5224	Fejervarya_cancrivora	0.19857063	1.145013336	1.025045568	1.025045568	300	450	174
5225	Leptodactylus_bolivianus	0.19292492	1.955713718	1.756961525	1.756961525	587	661	537
5226	Phasmahyla_timbo	0.069669759	0.624704018	0.602549692	0.624704018	1	2	0
5227	Centrolene_paezorum	0.069669759	1.112891161	1.073423903	1.112891161	1	1	0
5228	Bokermannohyla_vulcaniae	0.069669759	1.202807366	1.160151346	1.202807366	1	1	0
5229	Gracixalus_nonggangensis	0.069669759	1.055009581	1.01759502	1.055009581	1	2	0
5230	Vitreorana_uranoscopa	0.388581202	1.611148206	1.259809519	1.259809519	80	111	49
5231	Hyperolius_ocellatus	0.339944329	1.571752666	1.276951754	1.276951754	215	274	204
5232	Onychodactylus_tsukubaensis	0.069669759	1.691053961	1.631082901	1.691053961	1	2	0
5233	Centrolene_geckoideum	0.285086342	2.00029159	1.691297885	2.00029159	2	4	1
5234	Hyperolius_orkarkarri	0.069669759	0.815024232	0.786120444	0.815024232	1	1	0
5235	Bufoides_meghalayanus	0.343263703	1.004843425	0.814317756	1.004843425	3	6	0
5236	Psychrophrynella_adenopleura	0.069669759	3.585654656	3.458494014	3.585654656	2	4	1
5237	Hyloscirtus_simmonsi	0.069669759	1.839628674	1.774388603	1.839628674	1	1	0
5238	Craugastor_palenque	0.348058471	0.516769043	0.417254292	0.516769043	4	4	0
5239	Duttaphrynus_valhallae	0.069669759	0.762034924	0.735010333	0.762034924	1	2	0
5240	Philautus_amoenus	0.377790618	1.223657016	0.965223712	1.223657016	2	4	0
5241	Crossodactylus_bokermanni	0.069669759	0.721990118	0.696385665	0.721990118	1	1	0
5242	Limnonectes_micrixalus	0.398157851	0.228050813	0.176918368	0.228050813	2	4	0
5243	Hyla_savignyi	0.297261408	8.972438489	7.521550777	7.521550777	146	250	138
5244	Hyalinobatrachium_pellucidum	0.44394998	1.156630684	0.862485177	1.156630684	2	4	0
5245	Crinia_parinsignifera	0.419680054	3.126449533	2.381689663	2.381689663	101	148	63
5246	Vandijkophrynus_amatolicus	0.069669759	0.630937339	0.608561956	0.630937339	2	2	0
5247	Oreolalax_major	0.308902817	4.01492327	3.337696252	3.337696252	6	12	4
5248	Polypedates_maculatus	0.234872877	4.246693028	3.714648014	3.714648014	296	329	264
5249	Hyperolius_langi	0.384589968	1.403404727	1.100943979	1.100943979	17	34	8
5250	Mannophryne_larandina	0.069669759	0.318581777	0.307283683	0.318581777	1	1	0
5251	Rhacophorus_vampyrus	0.069669759	0.769274009	0.741992694	0.769274009	1	2	0
5252	Craugastor_saltuarius	0.069669759	0.320922476	0.309541372	0.320922476	2	2	0
5253	Boophis_fayi	0.069669759	0.775304677	0.747809491	0.775304677	1	2	0
5254	Mantophryne_louisiadensis	0.069669759	0.869979034	0.839126344	0.869979034	1	2	0
5255	Parvimolge_townsendi	0.069669759	2.764855594	2.666803537	2.764855594	4	8	2
5256	Pristimantis_balionotus	0.069669759	0.579473144	0.558922873	0.579473144	1	1	0
5257	Hylarana_volkerjane	0.248301121	0.219451399	0.190265613	0.219451399	2	4	0
5258	Limnonectes_kenepaiensis	0.069669759	0.671466252	0.647653563	0.671466252	1	2	0
5259	Odorrana_nasuta	0.302893797	1.222533843	1.020728789	1.222533843	4	8	1
5260	Amolops_nidorbellus	0.069669759	1.011849976	0.975966015	1.011849976	1	1	0
5261	Taricha_rivularis	0.191368809	1.857208468	1.670074711	1.670074711	6	11	2
5262	Dasypops_schirchi	0.297824064	0.336460894	0.281940565	0.281940565	6	8	0
5263	Tomopterna_cryptotis	0.245367028	3.859423782	3.352666516	3.352666516	1062	1298	975
5264	Raorchestes_marki	0.069669759	0.514451994	0.496207615	0.514451994	1	2	0
5265	Pristimantis_rubicundus	0.338341667	0.430993922	0.350580728	0.430993922	4	6	0
5266	Eleutherodactylus_wightmanae	0.43406764	0.026505238	0.019939487	0.026505238	2	3	0
5267	Nototriton_gamezi	0.069669759	0.449538662	0.43359635	0.449538662	1	2	0
5268	Nyctibatrachus_jog	0.069669759	0.841235314	0.811401982	0.841235314	1	1	0
5269	Ecnomiohyla_rabborum	0.069669759	0.933499382	0.900394024	0.933499382	1	2	0
5270	Hyalinobatrachium_mesai	0.069669759	1.535946621	1.481476244	1.535946621	1	1	0
5271	Philoria_frosti	0.069669759	2.424499864	2.338518087	2.424499864	1	2	0
5272	Bufo_stejnegeri	0.289158419	0.880407786	0.74228432	0.74228432	22	44	3
5273	Desmognathus_marmoratus	0.237158318	0.719022696	0.628000236	0.628000236	8	8	0
5274	Rhacophorus_taipeianus	0.34755287	0.389220013	0.314389349	0.314389349	5	10	0
5275	Chiasmocleis_avilapiresae	0.335559124	0.44856042	0.365636144	0.365636144	113	170	0
5276	Gastrotheca_nebulanastes	0.069669759	4.687639852	4.521398719	4.687639852	1	1	0
5277	Potamotyphlus_kaupii	0.084585322	1.618104566	1.548158848	1.548158848	380	471	364
5278	Ischnocnema_venancioi	0.069669759	0.916565944	0.884061109	0.916565944	1	2	0
5279	Rhacophorus_orlovi	0.327509819	1.13109894	0.927563326	0.927563326	5	10	0
5280	Pseudopaludicola_falcipes	0.423236683	2.119591276	1.609722219	1.609722219	197	259	153
5281	Cophixalus_tenuidactylus	0.069669759	0.816544967	0.787587247	0.816544967	1	1	0
5282	Triturus_macedonicus	0.069669759	3.027337725	2.919977076	3.027337725	1	1	0
5283	Hylarana_jimiensis	0.239968067	0.504266918	0.439618942	0.439618942	5	10	0
5284	Craugastor_yucatanensis	0.371827851	0.388282941	0.307742621	0.307742621	8	14	0
5285	Physalaemus_crombiei	0.069669759	0.681044657	0.656892282	0.656892282	18	27	2
5286	Desmognathus_monticola	0.069669759	1.584664015	1.528465939	1.528465939	53	95	26
5287	Eleutherodactylus_leoncei	0.354251171	0.26817099	0.215498181	0.26817099	2	4	0
5288	Gephyromantis_klemmeri	0.069669759	0.605653683	0.584174952	0.605653683	1	1	0
5289	Nyctibatrachus_sanctipalustris	0.069669759	0.856185687	0.82582216	0.856185687	1	1	0
5290	Liua_tsinpaensis	0.069669759	1.303677002	1.25744377	1.25744377	8	16	4
5291	Thoropa_megatympanum	0.317189116	0.702925722	0.580844195	0.580844195	5	5	0
5292	Dendropsophus_giesleri	0.366490471	1.236059223	0.983820472	0.983820472	13	23	3
5293	Bolitoglossa_obscura	0.069669759	0.325379495	0.313840329	0.325379495	1	1	0
5294	Hyloscirtus_charazani	0.069669759	3.742725777	3.609994809	3.742725777	2	2	1
5295	Hyloxalus_italoi	0.069669759	0.348104571	0.335759489	0.348104571	1	2	0
5296	Dendropsophus_timbeba	0.397515742	0.231596004	0.179764492	0.179764492	22	22	0
5297	Plethodon_chattahoochee	0.069669759	0.612828121	0.591094958	0.612828121	1	2	0
5298	Pristimantis_sagittulus	0.069669759	0.826796433	0.797475158	0.826796433	1	1	0
5299	Eurycea_waterlooensis	0.069669759	0.025927606	0.025008117	0.025927606	1	1	0
5300	Hylarana_maosonensis	0.069669759	1.25221058	1.207802539	1.207802539	14	27	5
5301	Alexteroon_obstetricans	0.069669759	1.454835059	1.4032412	1.4032412	40	68	36
5302	Ptychadena_harenna	0.069669759	0.757577062	0.730710564	0.757577062	1	1	0
5303	Dendropsophus_meridensis	0.069669759	0.563147668	0.543176359	0.563147668	2	4	0
5304	Pseudophilautus_mooreorum	0.069669759	0.023782644	0.022939223	0.023782644	1	2	0
5305	Rhacophorus_feae	0.238384544	1.419198112	1.238542458	1.238542458	11	22	3
5306	Mantidactylus_noralottae	0.069669759	0.967071048	0.932775114	0.967071048	1	1	0
5307	Astylosternus_rheophilus	0.290714714	0.587232586	0.494561861	0.587232586	4	8	0
5308	Desmognathus_apalachicolae	0.266195367	0.502127801	0.430134712	0.430134712	7	14	0
5309	Pristimantis_bacchus	0.069669759	1.459396017	1.407640409	1.459396017	1	1	0
5310	Cophixalus_hinchinbrookensis	0.069669759	0.834984842	0.805373176	0.834984842	1	2	0
5311	Eleutherodactylus_guttilatus	0.372732714	1.799403291	1.425131139	1.425131139	13	13	6
5312	Arthroleptis_phrynoides	0.406948883	0.08254176	0.063565254	0.08254176	2	2	0
5313	Dendropsophus_anceps	0.336802404	1.429968883	1.164522968	1.164522968	35	51	14
5314	Neobatrachus_aquilonius	0.069669759	0.884111198	0.852757329	0.852757329	63	104	40
5315	Quasipaa_courtoisi	0.069669759	3.161354246	3.049240873	3.161354246	1	2	0
5316	Bolitoglossa_madeira	0.069669759	0.747710058	0.72119348	0.747710058	1	2	0
5317	Euparkerella_tridactyla	0.069669759	0.742685063	0.71634669	0.742685063	1	2	0
5318	Gastrotheca_longipes	0.263820721	1.476622042	1.26695486	1.26695486	18	34	10
5319	Ansonia_echinata	0.069669759	0.746954477	0.720464694	0.746954477	1	2	0
5320	Plethodon_elongatus	0.2098232	3.153457673	2.803168107	2.803168107	8	15	5
5321	Atelopus_subornatus	0.069669759	1.609131328	1.55206555	1.609131328	1	1	0
5322	Stefania_riae	0.311257171	0.281479112	0.23360101	0.281479112	2	2	0
5323	Philautus_acutus	0.069669759	1.058494056	1.020955922	1.058494056	4	8	1
5324	Polypedates_macrotis	0.237266753	1.289252462	1.125963489	1.125963489	144	196	98
5325	Tylototriton_daweishanensis	0.069669759	1.071191823	1.033203379	1.071191823	1	1	0
5326	Pristimantis_viridis	0.069669759	1.694520433	1.63442644	1.694520433	1	2	0
5327	Albericus_exclamitans	0.069669759	1.017423888	0.981342255	1.017423888	1	2	0
5328	Hynobius_naevius	0.207879767	0.535663648	0.476746736	0.476746736	13	23	0
5329	Amietophrynus_buchneri	0.069669759	1.088365302	1.049767823	1.049767823	8	8	4
5330	Tylototriton_taliangensis	0.195624431	2.829110206	2.53734371	2.53734371	8	8	5
5331	Gephyromantis_tschenki	0.069669759	1.166033612	1.124681726	1.166033612	1	2	0
5332	Bolitoglossa_salvinii	0.195458202	1.588295182	1.42464128	1.42464128	7	12	2
5333	Craugastor_adamastus	0.069669759	0.406150154	0.39174656	0.406150154	1	2	0
5334	Phrynobatrachus_congicus	0.069669759	1.080677912	1.042353056	1.080677912	1	2	0
5335	Pristimantis_wagteri	0.069669759	1.199928042	1.157374134	1.199928042	1	1	0
5336	Rhinella_paraguayensis	0.069669759	0.777988903	0.750398524	0.777988903	1	2	0
5337	Litoria_sauroni	0.355720934	0.301817995	0.242260238	0.301817995	2	3	0
5338	Engystomops_pustulatus	0.069669759	1.03276862	0.996142806	0.996142806	7	13	2
5339	Melanophryniscus_krauczuki	0.069669759	0.905976423	0.873847131	0.905976423	1	2	0
5340	Xenophrys_gigantica	0.247760801	1.046269243	0.907447355	0.907447355	5	5	0
5341	Proceratophrys_dibernardoi	0.313053572	0.602668087	0.499504758	0.499504758	6	6	0
5342	Pristimantis_tubernasus	0.069669759	0.963958413	0.929772865	0.963958413	1	1	0
5343	Phyllomedusa_baltea	0.069669759	1.016251985	0.980211912	1.016251985	1	1	0
5344	Melanophryniscus_orejasmirandai	0.069669759	0.388993769	0.375198604	0.388993769	2	2	0
5345	Eleutherodactylus_paralius	0.069669759	0.154114002	0.148648546	0.154114002	1	2	0
5346	Vandijkophrynus_angusticeps	0.294455718	2.156209212	1.811144224	1.811144224	20	31	10
5347	Aromobates_cannatellai	0.069669759	0.939395409	0.906080956	0.939395409	1	1	0
5348	Chikila_gaiduwani	0.069669759	0.783651757	0.755860553	0.783651757	1	2	0
5349	Fejervarya_nepalensis	0.329975909	4.531246788	3.709052027	3.709052027	22	44	14
5350	Nyctibatrachus_vrijeuni	0.069669759	0.971873555	0.937407306	0.971873555	1	2	0
5351	Pristimantis_skydmainos	0.377969938	3.294334971	2.598205176	2.598205176	29	44	10
5352	Litoria_wilcoxii	0.26765385	2.1836204	1.86868175	1.86868175	58	91	30
5353	Hyperolius_vilhenai	0.446543725	0.34403881	0.255946441	0.34403881	2	2	0
5354	Pristimantis_sanctaemartae	0.40023106	0.26142151	0.202457236	0.26142151	4	8	0
5355	Pristimantis_yukpa	0.390682047	1.088304905	0.849517977	1.088304905	2	4	0
5356	Rana_chiricahuensis	0.279939247	5.787106594	4.910729947	4.910729947	50	50	34
5357	Oscaecilia_equatorialis	0.069669759	1.250697084	1.206342716	1.250697084	1	2	0
5358	Ommatotriton_ophryticus	0.241321785	3.027338593	2.636876588	2.636876588	59	92	37
5359	Hyperolius_jacobseni	0.069669759	1.502958426	1.449657934	1.502958426	1	2	0
5360	Leptobrachium_guangxiense	0.069669759	0.983999795	0.949103505	0.983999795	1	2	0
5361	Kalophrynus_yongi	0.069669759	0.606228082	0.584728981	0.606228082	1	1	0
5362	Rhaebo_lynchi	0.069669759	1.865521944	1.799363601	1.865521944	1	2	0
5363	Isthmohyla_xanthosticta	0.069669759	0.701058535	0.676196394	0.701058535	1	2	0
5364	Rhacophorus_monticola	0.333502782	1.908575442	1.558147265	1.558147265	8	13	4
5365	Quasipaa_delacouri	0.069669759	0.999735817	0.964281468	0.999735817	2	2	0
5366	Xenorhina_gigantea	0.069669759	1.283531103	1.23801232	1.283531103	1	1	0
5367	Scinax_tymbamirim	0.069669759	1.056330258	1.018868861	1.056330258	1	2	0
5368	Spinomantis_brunae	0.069669759	0.55576905	0.536059414	0.55576905	2	4	0
5369	Atelopus_longibrachius	0.069669759	1.268726388	1.223732634	1.268726388	2	4	0
5370	Eleutherodactylus_auriculatus	0.406133255	0.2762675	0.212899333	0.212899333	23	37	0
5371	Oreolalax_xiangchengensis	0.308177831	2.678503169	2.227867725	2.227867725	10	10	5
5372	Ranitomeya_uakarii	0.455247962	3.183384917	2.349571069	2.349571069	47	79	14
5373	Arthroleptis_lameerei	0.069669759	1.340991194	1.293434662	1.293434662	95	95	80
5374	Hylodes_uai	0.38314564	0.700676963	0.550312222	0.700676963	2	2	0
5375	Rhacophorus_harrissoni	0.069669759	0.814709115	0.785816502	0.785816502	15	26	3
5376	Centrolene_acanthidiocephalum	0.069669759	0.199383507	0.192312626	0.199383507	2	2	0
5377	Boulengerula_niedeni	0.069669759	0.781008112	0.753310661	0.781008112	1	1	0
5378	Osteopilus_pulchrilineatus	0.345281176	0.52880552	0.427881386	0.427881386	6	12	0
5379	Rhinella_festae	0.302352902	0.944739901	0.789096567	0.789096567	7	14	1
5380	Phrynobatrachus_calcaratus	0.37919961	1.779696404	1.402238585	1.402238585	178	240	171
5381	Eurycea_tonkawae	0.069669759	0.395266495	0.381248876	0.395266495	1	2	0
5382	Sphaenorhynchus_pauloalvini	0.414796964	0.470759709	0.360124419	0.360124419	6	11	0
5383	Dendropsophus_delarivai	0.407051233	5.078843801	3.910870553	3.910870553	14	28	8
5384	Proceratophrys_laticeps	0.069669759	0.677555967	0.653527314	0.653527314	18	28	1
5385	Hyloxalus_chlorocraspedus	0.069669759	0.597660992	0.576465712	0.597660992	1	2	0
5386	Phrynobatrachus_leveleve	0.069669759	0.544778649	0.525458774	0.544778649	1	1	0
5387	Dendropsophus_miyatai	0.069669759	1.327103498	1.280039475	1.280039475	141	186	15
5388	Chiromantis_shyamrupus	0.069669759	2.128854142	2.053357061	2.128854142	1	2	0
5389	Hyloxalus_marmoreoventris	0.069669759	0.696652486	0.6719466	0.696652486	1	1	0
5390	Strabomantis_cerastes	0.321332719	1.556355686	1.282145501	1.282145501	6	12	4
5391	Cardioglossa_leucomystax	0.318915956	1.587591765	1.310204813	1.310204813	197	279	176
5392	Brachytarsophrys_intermedia	0.269258429	0.409349974	0.349926372	0.409349974	4	7	0
5393	Hydrolaetare_caparu	0.069669759	0.377752725	0.364356209	0.377752725	1	2	0
5394	Aromobates_meridensis	0.069669759	0.698699353	0.673920877	0.698699353	1	1	0
5395	Hyla_walkeri	0.069669759	0.976638676	0.942003438	0.976638676	1	1	0
5396	Pristimantis_colonensis	0.069669759	1.116255381	1.076668816	1.116255381	1	1	0
5397	Hyla_squirella	0.309723403	2.880007147	2.392793058	2.392793058	129	171	73
5398	Xenorhina_minima	0.413046772	0.171899468	0.13169712	0.171899468	3	3	0
5399	Physalaemus_barrioi	0.069669759	1.662615048	1.603652538	1.662615048	1	2	0
5400	Phyllobates_terribilis	0.069669759	1.63066987	1.572840255	1.63066987	1	2	0
5401	Megophrys_kobayashii	0.069669759	0.608302276	0.586729616	0.608302276	1	1	0
5402	Pristimantis_loustes	0.069669759	1.282980342	1.237481091	1.282980342	2	4	0
5403	Neobatrachus_wilsmorei	0.291506612	3.605706355	3.034996929	3.034996929	59	83	28
5404	Limnodynastes_peronii	0.255615975	4.942002298	4.263845552	4.263845552	117	169	93
5405	Adenomera_diptyx	0.309396167	2.17152987	1.804597286	1.804597286	76	137	38
5406	Onychodactylus_nipponoborealis	0.194055668	3.566433606	3.201744456	3.201744456	5	10	2
5407	Scinax_cretatus	0.069669759	1.049999831	1.012762934	1.012762934	22	40	7
5408	Plectrohyla_teuchestes	0.069669759	1.337255612	1.289831558	1.337255612	1	2	0
5409	Rana_onca	0.303132654	3.291910613	2.748040263	3.291910613	2	4	1
5410	Hyperolius_spatzi	0.069669759	0.464641274	0.448163367	0.464641274	1	2	0
5411	Scarthyla_vigilans	0.425611321	2.737530149	2.074731242	2.074731242	36	66	23
5412	Phyllomedusa_tomopterna	0.258975359	1.492075539	1.284420225	1.284420225	499	558	436
5413	Caecilia_tentaculata	0.070247747	1.220696488	1.177040252	1.177040252	429	502	383
5414	Scinax_crospedospilus	0.358316564	1.581392193	1.266776519	1.266776519	11	22	7
5415	Polypedates_mutus	0.269268332	2.953266903	2.524536551	2.524536551	82	139	63
5416	Craugastor_megacephalus	0.284792651	0.700539393	0.592445692	0.592445692	24	38	2
5417	Brachycephalus_ephippium	0.436646606	1.30645816	0.980586621	0.980586621	30	49	9
5418	Limnonectes_ingeri	0.200961138	1.347135202	1.204190332	1.204190332	13	26	9
5419	Bokermannohyla_caramaschii	0.292279582	1.037076919	0.87245258	0.87245258	5	10	1
5420	Pristimantis_paisa	0.390682047	1.431547176	1.117448848	1.431547176	2	2	0
5421	Eleutherodactylus_bartonsmithi	0.069669759	0.205880245	0.198578966	0.205880245	1	2	0
5422	Cycloramphus_duseni	0.069669759	1.668448287	1.609278909	1.668448287	2	4	1
5423	Physalaemus_nanus	0.454029735	1.955287988	1.444758398	1.444758398	10	20	6
5424	Arthroleptis_wahlbergii	0.36662702	2.565585003	2.041813986	2.041813986	13	24	8
5425	Raorchestes_parvulus	0.069669759	1.275044515	1.229826697	1.229826697	72	129	38
5426	Nanorana_medogensis	0.069669759	10.6295942	10.25262928	10.6295942	1	1	0
5427	Osteocephalus_helenae	0.069669759	0.861584695	0.831029699	0.861584695	1	2	0
5428	Anodonthyla_jeanbai	0.069669759	0.690093625	0.66562034	0.690093625	1	2	0
5429	Bufo_wolongensis	0.069669759	3.967746106	3.82703508	3.967746106	1	1	0
5430	Pelophylax_cerigensis	0.069669759	0.981565504	0.946755543	0.981565504	1	1	0
5431	Pseudophilautus_annandalii	0.367682125	4.02662714	3.201910188	3.201910188	6	6	3
5432	Tepuihyla_luteolabris	0.069669759	0.577772597	0.557282633	0.577772597	1	1	0
5433	Atelognathus_reverberii	0.069669759	1.345326081	1.297615818	1.345326081	1	1	0
5434	Polypedates_ranwellai	0.069669759	0.640807062	0.618081662	0.640807062	1	2	0
5435	Chthonerpeton_viviparum	0.069669759	0.979484701	0.944748533	0.979484701	1	2	0
5436	Arthroleptis_bivittatus	0.069669759	0.801286037	0.772869456	0.801286037	1	2	0
5437	Pristimantis_pulvinatus	0.069669759	1.132623983	1.092456927	1.092456927	36	66	7
5438	Amolops_minutus	0.069669759	1.327398264	1.280323787	1.327398264	1	1	0
5439	Pseudoeurycea_longicauda	0.069669759	3.631742029	3.502946957	3.631742029	1	1	0
5440	Cynops_wolterstorffi	0.069669759	0.677449221	0.653424354	0.677449221	2	2	0
5441	Ramanella_palmata	0.069669759	0.482984414	0.465855991	0.482984414	1	2	0
5442	Pseudophilautus_popularis	0.069669759	0.122011382	0.117684404	0.122011382	1	2	0
5443	Boulengerula_changamwensis	0.16847832	1.106461791	1.008958283	1.106461791	4	8	1
5444	Batrachoseps_regius	0.069669759	2.617457882	2.524633096	2.617457882	1	2	0
5445	Dendrotriton_cuchumatanus	0.069669759	0.40895931	0.394456093	0.40895931	1	1	0
5446	Conraua_beccarii	0.182467946	3.68161976	3.32882778	3.32882778	36	36	34
5447	Hyalinobatrachium_tatayoi	0.069669759	1.427459013	1.376836011	1.427459013	1	2	0
5448	Osteocephalus_subtilis	0.315939901	0.210265876	0.173906545	0.173906545	20	20	0
5449	Callulops_boettgeri	0.069669759	0.505172737	0.487257434	0.505172737	1	2	0
5450	Rhinella_vellardi	0.069669759	1.151903062	1.111052298	1.151903062	1	1	0
5451	Limnonectes_bannaensis	0.069669759	1.149497204	1.10873176	1.149497204	1	2	0
